id_venta,producto,precio,cantidad,fecha_venta,categoria,precio_total
2272,Televisor,$55.97,7,29/03/2024,Electrónica,391.79
2585,Auriculares,$47.12,12,29/03/2024,Electrónica,565.44
2838,SmartWatch,$115.30,3,29/03/2024,Electrónica,345.90
2856,Laptop,$122.13,11,29/03/2024,Electrónica,1343.43
749,Lámpara de mesa,$44.88,1,30/03/2024,Decoración,44.88
1800,Plancha de vapor,$33.15,2,30/03/2024,Electrodomésticos,66.30
1821,Freidora eléctrica,$44.33,10,30/03/2024,Electrodomésticos,443.30
2034,Auriculares,$120.46,8,30/03/2024,Electrónica,963.68
2044,Tablet,$35.84,11,30/03/2024,Electrónica,394.24
2286,Laptop,$71.74,8,30/03/2024,Electrónica,573.92
2683,Smartphone,$111.41,7,30/03/2024,Electrónica,779.87
2984,Tablet,$75.89,11,30/03/2024,Electrónica,834.79
46,Cortinas,$98.15,7,31/03/2024,Decoración,687.05
221,Lámpara de mesa,$41.81,9,31/03/2024,Decoración,376.29
251,Lámpara de mesa,$33.37,3,31/03/2024,Decoración,100.11
654,Jarrón decorativo,$53.53,7,31/03/2024,Decoración,374.71
904,Jarrón decorativo,$40.48,11,31/03/2024,Decoración,445.28
1201,Freidora eléctrica,$95.13,8,31/03/2024,Electrodomésticos,761.04
1261,Freidora eléctrica,$84.29,10,31/03/2024,Electrodomésticos,842.90
1633,Microondas,$112.89,1,31/03/2024,Electrodomésticos,112.89
1948,Cafetera,$116.78,6,31/03/2024,Electrodomésticos,700.68
2062,Televisor,$101.98,7,31/03/2024,Electrónica,713.86
2731,Parlantes Bluetooth,$77.95,6,31/03/2024,Electrónica,467.70
390,Adorno de pared,$87.52,8,01/04/2024,Decoración,700.16
522,Cuadro decorativo,$27.99,5,01/04/2024,Decoración,139.95
1322,Heladera,$58.58,4,01/04/2024,Electrodomésticos,234.32
2310,Consola de videojuegos,$102.41,5,01/04/2024,Electrónica,512.05
2383,Smartphone,$103.69,1,01/04/2024,Electrónica,103.69
2865,Auriculares,$89.29,2,01/04/2024,Electrónica,178.58
45,Alfombra,$72.91,1,02/04/2024,Decoración,72.91
893,Espejo decorativo,$34.64,12,02/04/2024,Decoración,415.68
1008,Cafetera,$42.40,10,02/04/2024,Electrodomésticos,424.00
1148,Cafetera,$110.21,4,02/04/2024,Electrodomésticos,440.84
1457,Horno eléctrico,$27.61,6,02/04/2024,Electrodomésticos,165.66
1588,Cafetera,$58.68,4,02/04/2024,Electrodomésticos,234.72
1866,Secadora,$39.42,9,02/04/2024,Electrodomésticos,354.78
1889,Batidora,$121.14,3,02/04/2024,Electrodomésticos,363.42
1983,Microondas,$96.24,4,02/04/2024,Electrodomésticos,384.96
226,Cortinas,$27.05,3,03/04/2024,Decoración,81.15
351,Lámpara de mesa,$98.22,4,03/04/2024,Decoración,392.88
479,Lámpara de mesa,$35.26,9,03/04/2024,Decoración,317.34
570,Adorno de pared,$64.18,7,03/04/2024,Decoración,449.26
643,Espejo decorativo,$43.51,1,03/04/2024,Decoración,43.51
679,Lámpara de mesa,$39.86,6,03/04/2024,Decoración,239.16
1188,Cafetera,$91.58,11,03/04/2024,Electrodomésticos,1007.38
1480,Plancha de vapor,$99.08,11,03/04/2024,Electrodomésticos,1089.88
1611,Freidora eléctrica,$82.46,4,03/04/2024,Electrodomésticos,329.84
1627,Horno eléctrico,$40.58,5,03/04/2024,Electrodomésticos,202.90
2028,SmartWatch,$38.84,7,03/04/2024,Electrónica,271.88
2281,Parlantes Bluetooth,$70.68,5,03/04/2024,Electrónica,353.40
2532,Televisor,$81.42,9,03/04/2024,Electrónica,732.78
172,Cuadro decorativo,$87.93,11,04/04/2024,Decoración,967.23
237,Elementos de cerámica,$61.12,9,04/04/2024,Decoración,550.08
340,Adorno de pared,$49.30,2,04/04/2024,Decoración,98.60
400,Adorno de pared,$33.10,1,04/04/2024,Decoración,33.10
841,Lámpara de mesa,$86.82,10,04/04/2024,Decoración,868.20
1287,Horno eléctrico,$116.05,11,04/04/2024,Electrodomésticos,1276.55
1366,Secadora,$31.56,11,04/04/2024,Electrodomésticos,347.16
1878,Cafetera,$68.97,8,04/04/2024,Electrodomésticos,551.76
2124,Tablet,$74.39,7,04/04/2024,Electrónica,520.73
56,Cortinas,$66.24,5,05/04/2024,Decoración,331.20
421,Lámpara de mesa,$114.83,9,05/04/2024,Decoración,1033.47
424,Jarrón decorativo,$87.94,2,05/04/2024,Decoración,175.88
1868,Cafetera,$62.23,1,05/04/2024,Electrodomésticos,62.23
2545,Auriculares,$32.81,11,05/04/2024,Electrónica,360.91
2778,SmartWatch,$70.66,7,05/04/2024,Electrónica,494.62
56,Cortinas,$66.24,5,05/04/2024,Decoración,331.20
421,Lámpara de mesa,$114.83,9,05/04/2024,Decoración,1033.47
424,Jarrón decorativo,$87.94,2,05/04/2024,Decoración,175.88
1868,Cafetera,$62.23,1,05/04/2024,Electrodomésticos,62.23
2545,Auriculares,$32.81,11,05/04/2024,Electrónica,360.91
2778,SmartWatch,$70.66,7,05/04/2024,Electrónica,494.62
145,Alfombra,$41.72,8,06/04/2024,Decoración,333.76
300,Adorno de pared,$67.75,9,06/04/2024,Decoración,609.75
439,Lámpara de mesa,$35.43,2,06/04/2024,Decoración,70.86
906,Cortinas,$84.04,3,06/04/2024,Decoración,252.12
959,Lámpara de mesa,$76.32,7,06/04/2024,Decoración,534.24
1376,Secadora,$69.58,7,06/04/2024,Electrodomésticos,487.06
1776,Secadora,$33.55,3,06/04/2024,Electrodomésticos,100.65
1784,Aspiradora,$115.24,3,06/04/2024,Electrodomésticos,345.72
1974,Aspiradora,$87.32,7,06/04/2024,Electrodomésticos,611.24
2080,Consola de videojuegos,$100.69,7,06/04/2024,Electrónica,704.83
2108,SmartWatch,$79.37,10,06/04/2024,Electrónica,793.70
2169,Proyector,$120.34,1,06/04/2024,Electrónica,120.34
145,Alfombra,$41.72,8,06/04/2024,Decoración,333.76
300,Adorno de pared,$67.75,9,06/04/2024,Decoración,609.75
439,Lámpara de mesa,$35.43,2,06/04/2024,Decoración,70.86
906,Cortinas,$84.04,3,06/04/2024,Decoración,252.12
959,Lámpara de mesa,$76.32,7,06/04/2024,Decoración,534.24
1376,Secadora,$69.58,7,06/04/2024,Electrodomésticos,487.06
1776,Secadora,$33.55,3,06/04/2024,Electrodomésticos,100.65
1784,Aspiradora,$115.24,3,06/04/2024,Electrodomésticos,345.72
1974,Aspiradora,$87.32,7,06/04/2024,Electrodomésticos,611.24
2080,Consola de videojuegos,$100.69,7,06/04/2024,Electrónica,704.83
2108,SmartWatch,$79.37,10,06/04/2024,Electrónica,793.70
2169,Proyector,$120.34,1,06/04/2024,Electrónica,120.34
213,Espejo decorativo,$40.76,8,07/04/2024,Decoración,326.08
345,Alfombra,$56.78,9,07/04/2024,Decoración,511.02
398,Rincón de plantas,$77.30,7,07/04/2024,Decoración,541.10
509,Lámpara de mesa,$72.50,1,07/04/2024,Decoración,72.50
821,Lámpara de mesa,$71.17,10,07/04/2024,Decoración,711.70
1642,Heladera,$88.78,2,07/04/2024,Electrodomésticos,177.56
1956,Secadora,$42.59,12,07/04/2024,Electrodomésticos,511.08
2085,Auriculares,$122.56,6,07/04/2024,Electrónica,735.36
2096,Laptop,$83.25,6,07/04/2024,Electrónica,499.50
2356,Laptop,$30.16,6,07/04/2024,Electrónica,180.96
2373,Smartphone,$123.60,12,07/04/2024,Electrónica,1483.20
213,Espejo decorativo,$40.76,8,07/04/2024,Decoración,326.08
345,Alfombra,$56.78,9,07/04/2024,Decoración,511.02
398,Rincón de plantas,$77.30,7,07/04/2024,Decoración,541.10
509,Lámpara de mesa,$72.50,1,07/04/2024,Decoración,72.50
821,Lámpara de mesa,$71.17,10,07/04/2024,Decoración,711.70
1642,Heladera,$88.78,2,07/04/2024,Electrodomésticos,177.56
1956,Secadora,$42.59,12,07/04/2024,Electrodomésticos,511.08
2085,Auriculares,$122.56,6,07/04/2024,Electrónica,735.36
2096,Laptop,$83.25,6,07/04/2024,Electrónica,499.50
2356,Laptop,$30.16,6,07/04/2024,Electrónica,180.96
2373,Smartphone,$123.60,12,07/04/2024,Electrónica,1483.20
204,Jarrón decorativo,$94.75,1,08/04/2024,Decoración,94.75
1381,Freidora eléctrica,$38.12,2,08/04/2024,Electrodomésticos,76.24
2365,Auriculares,$92.91,11,08/04/2024,Electrónica,1022.01
2486,Laptop,$124.95,11,08/04/2024,Electrónica,1374.45
2506,Laptop,$34.74,1,08/04/2024,Electrónica,34.74
2705,Auriculares,$87.29,2,08/04/2024,Electrónica,174.58
204,Jarrón decorativo,$94.75,1,08/04/2024,Decoración,94.75
1381,Freidora eléctrica,$38.12,2,08/04/2024,Electrodomésticos,76.24
2365,Auriculares,$92.91,11,08/04/2024,Electrónica,1022.01
2486,Laptop,$124.95,11,08/04/2024,Electrónica,1374.45
2506,Laptop,$34.74,1,08/04/2024,Electrónica,34.74
2705,Auriculares,$87.29,2,08/04/2024,Electrónica,174.58
1225,Lavadora,$87.65,2,09/04/2024,Electrodomésticos,175.30
1344,Aspiradora,$34.10,3,09/04/2024,Electrodomésticos,102.30
1361,Freidora eléctrica,$103.64,10,09/04/2024,Electrodomésticos,1036.40
1979,Batidora,$88.23,11,09/04/2024,Electrodomésticos,970.53
2852,Televisor,$34.23,4,09/04/2024,Electrónica,136.92
48,Rincón de plantas,$102.85,3,10/04/2024,Decoración,308.55
141,Lámpara de mesa,$96.45,1,10/04/2024,Decoración,96.45
426,Cortinas,$119.55,7,10/04/2024,Decoración,836.85
556,Cortinas,$42.74,12,10/04/2024,Decoración,512.88
600,Adorno de pared,$66.00,4,10/04/2024,Decoración,264.00
797,Elementos de cerámica,$52.97,2,10/04/2024,Decoración,105.94
1315,Lavadora,$49.69,12,10/04/2024,Electrodomésticos,596.28
1356,Secadora,$124.09,4,10/04/2024,Electrodomésticos,496.36
1435,Lavadora,$37.20,10,10/04/2024,Electrodomésticos,372.00
1618,Cafetera,$31.94,11,10/04/2024,Electrodomésticos,351.34
1630,Plancha de vapor,$76.06,9,10/04/2024,Electrodomésticos,684.54
1871,Freidora eléctrica,$88.90,6,10/04/2024,Electrodomésticos,533.40
1919,Batidora,$38.51,9,10/04/2024,Electrodomésticos,346.59
2661,Parlantes Bluetooth,$79.11,3,10/04/2024,Electrónica,237.33
2785,Auriculares,$122.80,3,10/04/2024,Electrónica,368.40
328,Rincón de plantas,$60.89,1,11/04/2024,Decoración,60.89
466,Cortinas,$26.29,7,11/04/2024,Decoración,184.03
1109,Batidora,$123.83,12,11/04/2024,Electrodomésticos,1485.96
1578,Cafetera,$101.98,2,11/04/2024,Electrodomésticos,203.96
2370,Consola de videojuegos,$46.08,7,11/04/2024,Electrónica,322.56
2478,SmartWatch,$80.84,8,11/04/2024,Electrónica,646.72
2544,Tablet,$63.88,8,11/04/2024,Electrónica,511.04
2934,Tablet,$95.90,2,11/04/2024,Electrónica,191.80
127,Elementos de cerámica,$93.84,8,12/04/2024,Decoración,750.72
292,Cuadro decorativo,$78.91,8,12/04/2024,Decoración,631.28
1394,Aspiradora,$68.73,5,12/04/2024,Electrodomésticos,343.65
2492,Televisor,$54.40,5,12/04/2024,Electrónica,272.00
2812,Televisor,$52.60,2,12/04/2024,Electrónica,105.20
89,Lámpara de mesa,$55.79,1,13/04/2024,Decoración,55.79
659,Lámpara de mesa,$50.98,3,13/04/2024,Decoración,152.94
1012,Heladera,$62.93,1,13/04/2024,Electrodomésticos,62.93
1048,Cafetera,$58.81,10,13/04/2024,Electrodomésticos,588.10
1450,Plancha de vapor,$56.80,8,13/04/2024,Electrodomésticos,454.40
1758,Cafetera,$118.03,5,13/04/2024,Electrodomésticos,590.15
1856,Secadora,$42.03,11,13/04/2024,Electrodomésticos,462.33
2490,Consola de videojuegos,$122.79,6,13/04/2024,Electrónica,736.74
2547,Cámara digital,$60.29,6,13/04/2024,Electrónica,361.74
2704,Tablet,$117.89,1,13/04/2024,Electrónica,117.89
2996,Cámara digital,$63.89,1,13/04/2024,Electrónica,63.89
285,Alfombra,$107.80,7,14/04/2024,Decoración,754.60
896,Cortinas,$71.03,7,14/04/2024,Decoración,497.21
1097,Horno eléctrico,$122.69,10,14/04/2024,Electrodomésticos,1226.90
1516,Secadora,$105.80,3,14/04/2024,Electrodomésticos,317.40
1698,Cafetera,$88.26,1,14/04/2024,Electrodomésticos,88.26
2029,Proyector,$124.37,8,14/04/2024,Electrónica,994.96
2039,Proyector,$34.39,7,14/04/2024,Electrónica,240.73
2097,Cámara digital,$42.17,8,14/04/2024,Electrónica,337.36
2275,Auriculares,$32.00,1,14/04/2024,Electrónica,32.00
2381,Parlantes Bluetooth,$98.28,5,14/04/2024,Electrónica,491.40
107,Elementos de cerámica,$45.86,6,15/04/2024,Decoración,275.16
185,Alfombra,$45.21,6,15/04/2024,Decoración,271.26
374,Jarrón decorativo,$94.59,5,15/04/2024,Decoración,472.95
601,Lámpara de mesa,$99.85,3,15/04/2024,Decoración,299.55
616,Cortinas,$107.96,9,15/04/2024,Decoración,971.64
886,Cortinas,$45.79,7,15/04/2024,Decoración,320.53
1134,Aspiradora,$69.06,11,15/04/2024,Electrodomésticos,759.66
1168,Cafetera,$37.32,2,15/04/2024,Electrodomésticos,74.64
1454,Aspiradora,$51.46,4,15/04/2024,Electrodomésticos,205.84
2266,Laptop,$104.48,5,15/04/2024,Electrónica,522.40
2396,Laptop,$77.38,1,15/04/2024,Electrónica,77.38
2673,Smartphone,$76.29,11,15/04/2024,Electrónica,839.19
19,Lámpara de mesa,$61.03,6,16/04/2024,Decoración,366.18
953,Espejo decorativo,$76.31,5,16/04/2024,Decoración,381.55
1177,Horno eléctrico,$65.16,4,16/04/2024,Electrodomésticos,260.64
1629,Batidora,$108.94,6,16/04/2024,Electrodomésticos,653.64
1655,Lavadora,$37.39,1,16/04/2024,Electrodomésticos,37.39
1803,Microondas,$122.22,11,16/04/2024,Electrodomésticos,1344.42
1864,Aspiradora,$54.94,3,16/04/2024,Electrodomésticos,164.82
2019,Proyector,$41.79,7,16/04/2024,Electrónica,292.53
2151,Parlantes Bluetooth,$83.34,7,16/04/2024,Electrónica,583.38
2610,Consola de videojuegos,$49.74,9,16/04/2024,Electrónica,447.66
2615,Auriculares,$46.72,11,16/04/2024,Electrónica,513.92
2715,Auriculares,$100.58,7,16/04/2024,Electrónica,704.06
1,Lámpara de mesa,$82.25,8,17/04/2024,Decoración,658.00
138,Rincón de plantas,$38.89,2,17/04/2024,Decoración,77.78
1009,Batidora,$119.03,8,17/04/2024,Electrodomésticos,952.24
1118,Cafetera,$67.00,11,17/04/2024,Electrodomésticos,737.00
1190,Plancha de vapor,$29.68,1,17/04/2024,Electrodomésticos,29.68
1253,Microondas,$65.99,8,17/04/2024,Electrodomésticos,527.92
1521,Freidora eléctrica,$89.52,10,17/04/2024,Electrodomésticos,895.20
1532,Heladera,$29.17,2,17/04/2024,Electrodomésticos,58.34
2368,SmartWatch,$70.23,5,17/04/2024,Electrónica,351.15
925,Alfombra,$52.55,11,18/04/2024,Decoración,578.05
1316,Secadora,$110.21,11,18/04/2024,Electrodomésticos,1212.31
1590,Plancha de vapor,$60.38,4,18/04/2024,Electrodomésticos,241.52
1914,Aspiradora,$92.52,1,18/04/2024,Electrodomésticos,92.52
2134,Tablet,$43.20,4,18/04/2024,Electrónica,172.80
548,Rincón de plantas,$32.26,8,19/04/2024,Decoración,258.08
905,Alfombra,$112.82,9,19/04/2024,Decoración,1015.38
1224,Aspiradora,$110.58,4,19/04/2024,Electrodomésticos,442.32
1459,Batidora,$66.73,8,19/04/2024,Electrodomésticos,533.84
1943,Microondas,$82.60,10,19/04/2024,Electrodomésticos,826.00
2095,Auriculares,$117.60,3,19/04/2024,Electrónica,352.80
2375,Auriculares,$73.70,10,19/04/2024,Electrónica,737.00
198,Rincón de plantas,$115.15,11,20/04/2024,Decoración,1266.65
833,Espejo decorativo,$119.87,10,20/04/2024,Decoración,1198.70
1425,Lavadora,$118.77,8,20/04/2024,Electrodomésticos,950.16
1680,Plancha de vapor,$110.30,9,20/04/2024,Electrodomésticos,992.70
1701,Freidora eléctrica,$87.64,7,20/04/2024,Electrodomésticos,613.48
2176,Laptop,$36.36,7,20/04/2024,Electrónica,254.52
2413,Smartphone,$76.69,3,20/04/2024,Electrónica,230.07
2844,Tablet,$53.22,7,20/04/2024,Electrónica,372.54
249,Lámpara de mesa,$95.05,1,21/04/2024,Decoración,95.05
452,Cuadro decorativo,$119.07,12,21/04/2024,Decoración,1428.84
563,Espejo decorativo,$65.35,10,21/04/2024,Decoración,653.50
934,Jarrón decorativo,$96.24,11,21/04/2024,Decoración,1058.64
1193,Microondas,$90.55,4,21/04/2024,Electrodomésticos,362.20
1230,Plancha de vapor,$90.85,2,21/04/2024,Electrodomésticos,181.70
1307,Horno eléctrico,$85.42,11,21/04/2024,Electrodomésticos,939.62
2212,Televisor,$38.98,11,21/04/2024,Electrónica,428.78
2369,Proyector,$87.64,2,21/04/2024,Electrónica,175.28
2523,Smartphone,$56.73,1,21/04/2024,Electrónica,56.73
2611,Parlantes Bluetooth,$48.89,12,21/04/2024,Electrónica,586.68
281,Lámpara de mesa,$42.17,8,22/04/2024,Decoración,337.36
305,Alfombra,$91.25,2,22/04/2024,Decoración,182.50
422,Cuadro decorativo,$47.37,9,22/04/2024,Decoración,426.33
538,Rincón de plantas,$119.89,4,22/04/2024,Decoración,479.56
741,Lámpara de mesa,$98.00,12,22/04/2024,Decoración,1176.00
1010,Plancha de vapor,$37.94,8,22/04/2024,Electrodomésticos,303.52
1203,Microondas,$96.53,1,22/04/2024,Electrodomésticos,96.53
1841,Freidora eléctrica,$58.26,2,22/04/2024,Electrodomésticos,116.52
2887,Cámara digital,$118.02,1,22/04/2024,Electrónica,118.02
209,Lámpara de mesa,$97.04,12,23/04/2024,Decoración,1164.48
299,Lámpara de mesa,$119.55,3,23/04/2024,Decoración,358.65
1477,Horno eléctrico,$118.26,11,23/04/2024,Electrodomésticos,1300.86
1952,Heladera,$115.09,2,23/04/2024,Electrodomésticos,230.18
2214,Tablet,$81.56,8,23/04/2024,Electrónica,652.48
2993,Auriculares,$38.79,7,23/04/2024,Electrónica,271.53
434,Jarrón decorativo,$39.89,2,24/04/2024,Decoración,79.78
945,Alfombra,$60.74,12,24/04/2024,Decoración,728.88
1057,Horno eléctrico,$30.51,3,24/04/2024,Electrodomésticos,91.53
1320,Plancha de vapor,$73.95,4,24/04/2024,Electrodomésticos,295.80
2227,Cámara digital,$46.25,8,24/04/2024,Electrónica,370.00
2312,Televisor,$108.25,8,24/04/2024,Electrónica,866.00
2565,Auriculares,$49.70,3,24/04/2024,Electrónica,149.10
2962,Televisor,$118.65,5,24/04/2024,Electrónica,593.25
159,Lámpara de mesa,$49.91,6,25/04/2024,Decoración,299.46
320,Adorno de pared,$37.38,6,25/04/2024,Decoración,224.28
341,Lámpara de mesa,$79.34,1,25/04/2024,Decoración,79.34
673,Espejo decorativo,$26.33,7,25/04/2024,Decoración,184.31
701,Lámpara de mesa,$95.05,3,25/04/2024,Decoración,285.15
1041,Freidora eléctrica,$89.99,6,25/04/2024,Electrodomésticos,539.94
1212,Heladera,$33.95,11,25/04/2024,Electrodomésticos,373.45
1802,Heladera,$27.75,11,25/04/2024,Electrodomésticos,305.25
1846,Secadora,$124.29,2,25/04/2024,Electrodomésticos,248.58
2262,Televisor,$48.30,2,25/04/2024,Electrónica,96.60
2713,Smartphone,$28.75,9,25/04/2024,Electrónica,258.75
2827,Cámara digital,$35.99,2,25/04/2024,Electrónica,71.98
765,Alfombra,$72.71,1,26/04/2024,Decoración,72.71
1119,Batidora,$59.86,3,26/04/2024,Electrodomésticos,179.58
2027,Cámara digital,$69.96,10,26/04/2024,Electrónica,699.60
2088,SmartWatch,$111.58,9,26/04/2024,Electrónica,1004.22
2101,Parlantes Bluetooth,$82.23,2,26/04/2024,Electrónica,164.46
2147,Cámara digital,$74.37,6,26/04/2024,Electrónica,446.22
2363,Smartphone,$88.02,12,26/04/2024,Electrónica,1056.24
2504,Auriculares,$76.65,10,26/04/2024,Electrónica,766.50
2580,Consola de videojuegos,$107.55,7,26/04/2024,Electrónica,752.85
2646,Laptop,$111.98,8,26/04/2024,Electrónica,895.84
51,Lámpara de mesa,$112.42,5,27/04/2024,Decoración,562.10
359,Lámpara de mesa,$72.78,7,27/04/2024,Decoración,509.46
375,Alfombra,$70.93,8,27/04/2024,Decoración,567.44
537,Elementos de cerámica,$124.38,5,27/04/2024,Decoración,621.90
844,Jarrón decorativo,$61.72,7,27/04/2024,Decoración,432.04
1804,Aspiradora,$43.25,7,27/04/2024,Electrodomésticos,302.75
2201,Parlantes Bluetooth,$41.53,7,27/04/2024,Electrónica,290.71
2287,Cámara digital,$26.79,11,27/04/2024,Electrónica,294.69
2465,Auriculares,$93.52,3,27/04/2024,Electrónica,280.56
2528,SmartWatch,$54.61,1,27/04/2024,Electrónica,54.61
2559,Proyector,$86.20,8,27/04/2024,Electrónica,689.60
2633,Smartphone,$35.18,12,27/04/2024,Electrónica,422.16
2645,Auriculares,$122.64,10,27/04/2024,Electrónica,1226.40
109,Lámpara de mesa,$103.94,9,28/04/2024,Decoración,935.46
518,Rincón de plantas,$113.79,7,28/04/2024,Decoración,796.53
1277,Horno eléctrico,$41.90,4,28/04/2024,Electrodomésticos,167.60
1329,Batidora,$55.84,7,28/04/2024,Electrodomésticos,390.88
1830,Plancha de vapor,$120.94,11,28/04/2024,Electrodomésticos,1330.34
1964,Aspiradora,$52.92,10,28/04/2024,Electrodomésticos,529.20
2877,Cámara digital,$45.10,1,28/04/2024,Electrónica,45.10
202,Cuadro decorativo,$106.72,4,29/04/2024,Decoración,426.88
294,Jarrón decorativo,$50.35,3,29/04/2024,Decoración,151.05
493,Espejo decorativo,$109.32,10,29/04/2024,Decoración,1093.20
799,Lámpara de mesa,$102.90,5,29/04/2024,Decoración,514.50
1096,Secadora,$115.14,10,29/04/2024,Electrodomésticos,1151.40
1281,Freidora eléctrica,$60.99,12,29/04/2024,Electrodomésticos,731.88
1715,Lavadora,$119.22,11,29/04/2024,Electrodomésticos,1311.42
2089,Proyector,$95.13,12,29/04/2024,Electrónica,1141.56
2367,Cámara digital,$91.04,8,29/04/2024,Electrónica,728.32
124,Jarrón decorativo,$93.39,7,30/04/2024,Decoración,653.73
177,Elementos de cerámica,$64.17,4,30/04/2024,Decoración,256.68
255,Alfombra,$68.38,7,30/04/2024,Decoración,478.66
709,Lámpara de mesa,$98.77,2,30/04/2024,Decoración,197.54
975,Alfombra,$28.96,5,30/04/2024,Decoración,144.80
988,Rincón de plantas,$115.47,1,30/04/2024,Decoración,115.47
1036,Secadora,$42.32,7,30/04/2024,Electrodomésticos,296.24
1205,Lavadora,$42.38,6,30/04/2024,Electrodomésticos,254.28
1401,Freidora eléctrica,$122.99,7,30/04/2024,Electrodomésticos,860.93
1762,Heladera,$27.82,10,30/04/2024,Electrodomésticos,278.20
2629,Proyector,$94.30,1,30/04/2024,Electrónica,94.30
306,Cortinas,$96.05,5,01/05/2024,Decoración,480.25
475,Alfombra,$120.18,3,01/05/2024,Decoración,360.54
901,Lámpara de mesa,$39.72,2,01/05/2024,Decoración,79.44
972,Cuadro decorativo,$26.20,10,01/05/2024,Decoración,262.00
1245,Lavadora,$81.58,12,01/05/2024,Electrodomésticos,978.96
1726,Secadora,$101.27,7,01/05/2024,Electrodomésticos,708.89
1973,Microondas,$38.03,11,01/05/2024,Electrodomésticos,418.33
2182,Televisor,$105.46,11,01/05/2024,Electrónica,1160.06
2926,Laptop,$50.36,6,01/05/2024,Electrónica,302.16
100,Adorno de pared,$112.16,8,02/05/2024,Decoración,897.28
536,Cortinas,$107.95,1,02/05/2024,Decoración,107.95
1028,Cafetera,$108.44,5,02/05/2024,Electrodomésticos,542.20
1045,Lavadora,$51.22,4,02/05/2024,Electrodomésticos,204.88
1152,Heladera,$116.86,5,02/05/2024,Electrodomésticos,584.30
1217,Horno eléctrico,$88.92,8,02/05/2024,Electrodomésticos,711.36
1310,Plancha de vapor,$43.78,9,02/05/2024,Electrodomésticos,394.02
1842,Heladera,$65.18,1,02/05/2024,Electrodomésticos,65.18
1969,Batidora,$72.90,1,02/05/2024,Electrodomésticos,72.90
2191,Parlantes Bluetooth,$124.34,11,02/05/2024,Electrónica,1367.74
2510,Consola de videojuegos,$70.04,12,02/05/2024,Electrónica,840.48
2621,Parlantes Bluetooth,$119.91,9,02/05/2024,Electrónica,1079.19
2775,Auriculares,$104.06,11,02/05/2024,Electrónica,1144.66
2988,SmartWatch,$100.80,4,02/05/2024,Electrónica,403.20
220,Adorno de pared,$55.36,9,03/05/2024,Decoración,498.24
819,Lámpara de mesa,$122.57,6,03/05/2024,Decoración,735.42
1004,Aspiradora,$107.00,8,03/05/2024,Electrodomésticos,856.00
1439,Batidora,$71.74,9,03/05/2024,Electrodomésticos,645.66
1819,Batidora,$87.56,9,03/05/2024,Electrodomésticos,788.04
2404,Auriculares,$102.65,4,03/05/2024,Electrónica,410.60
2435,Auriculares,$39.55,3,03/05/2024,Electrónica,118.65
2463,Smartphone,$67.59,2,03/05/2024,Electrónica,135.18
2985,Auriculares,$58.92,3,03/05/2024,Electrónica,176.76
16,Cortinas,$32.47,5,04/05/2024,Decoración,162.35
342,Cuadro decorativo,$61.90,5,04/05/2024,Decoración,309.50
806,Cortinas,$119.32,9,04/05/2024,Decoración,1073.88
903,Espejo decorativo,$81.45,2,04/05/2024,Decoración,162.90
1056,Secadora,$109.52,10,04/05/2024,Electrodomésticos,1095.20
1666,Secadora,$99.75,4,04/05/2024,Electrodomésticos,399.00
1672,Heladera,$63.10,12,04/05/2024,Electrodomésticos,757.20
1932,Heladera,$31.46,9,04/05/2024,Electrodomésticos,283.14
311,Lámpara de mesa,$33.89,2,05/05/2024,Decoración,67.78
353,Espejo decorativo,$43.92,11,05/05/2024,Decoración,483.12
650,Adorno de pared,$43.11,4,05/05/2024,Decoración,172.44
656,Cortinas,$107.26,2,05/05/2024,Decoración,214.52
1387,Horno eléctrico,$61.15,3,05/05/2024,Electrodomésticos,183.45
1484,Aspiradora,$79.74,6,05/05/2024,Electrodomésticos,478.44
1845,Lavadora,$119.69,5,05/05/2024,Electrodomésticos,598.45
2403,Smartphone,$74.39,3,05/05/2024,Electrónica,223.17
2445,Auriculares,$93.33,6,05/05/2024,Electrónica,559.98
2898,SmartWatch,$108.81,10,05/05/2024,Electrónica,1088.10
98,Rincón de plantas,$91.30,6,06/05/2024,Decoración,547.80
550,Adorno de pared,$98.99,8,06/05/2024,Decoración,791.92
751,Lámpara de mesa,$91.99,11,06/05/2024,Decoración,1011.89
915,Alfombra,$43.37,11,06/05/2024,Decoración,477.07
1304,Aspiradora,$99.07,8,06/05/2024,Electrodomésticos,792.56
2211,Parlantes Bluetooth,$108.16,3,06/05/2024,Electrónica,324.48
2264,Auriculares,$58.19,6,06/05/2024,Electrónica,349.14
2708,SmartWatch,$115.30,10,06/05/2024,Electrónica,1153.00
2780,Consola de videojuegos,$65.35,6,06/05/2024,Electrónica,392.10
2801,Parlantes Bluetooth,$97.22,1,06/05/2024,Electrónica,97.22
998,Rincón de plantas,$65.82,1,07/05/2024,Decoración,65.82
1748,Cafetera,$61.63,3,07/05/2024,Electrodomésticos,184.89
1896,Secadora,$37.22,4,07/05/2024,Electrodomésticos,148.88
1967,Horno eléctrico,$68.97,5,07/05/2024,Electrodomésticos,344.85
2415,Auriculares,$35.87,5,07/05/2024,Electrónica,179.35
22,Cuadro decorativo,$122.36,6,08/05/2024,Decoración,734.16
491,Lámpara de mesa,$118.22,11,08/05/2024,Decoración,1300.42
873,Espejo decorativo,$120.90,6,08/05/2024,Decoración,725.40
